c_aac180,样本数,SHAP均值,就业率,失业率
湖北省宜昌市,1,-0.1400261222723631,1.0,0.0
湖北省宜昌市三峡职业技术学院,1,-0.17251100123329233,0.0,1.0
湖北省宜都市职教中心,1,-0.1892158700753395,1.0,0.0
湖北省幼儿实验师范,1,-0.1763546420653733,1.0,0.0
湖北省广播电视大学,2,-0.05617408303711584,0.5,0.5
湖北省武汉市外语外事学院,1,-0.1455008441829811,1.0,0.0
湖北省水利水电学院,1,-0.14882476131268893,1.0,0.0
湖北省煤大学,1,-0.10063456261440895,1.0,0.0
湖北省第二师范学院,1,-0.13168150435128098,1.0,0.0
湖北省经济学院法商学院,2,-0.14120866192126266,0.5,0.5
湖北省经济干部管理学院,1,-0.1926278736380751,1.0,0.0
湖北省经济管理干部学院,7,-0.13344663250299643,0.42857142857142855,0.5714285714285714
湖北省经管学院,1,-0.11782555423737737,0.0,1.0
湖北省襄阳职业技术学院,1,-0.16983818622780733,1.0,0.0
湖北省鄂州大学,1,-0.1590205745011398,1.0,0.0
湖北省黄冈职业技术学院,1,-0.21511284323632762,1.0,0.0
湖北知行学院2017,1,-0.2999375481356629,0.0,1.0
湖北科技大学,1,-0.20003367487258572,0.0,1.0
湖北科技学院,28,0.035809845856277736,0.8214285714285714,0.1785714285714286
湖北科技学院/2017,1,-0.24665814894088803,0.0,1.0
湖北科技学院/2018,2,-0.025721768997373228,1.0,0.0
湖北科技学院临床,2,-0.013640554846110767,1.0,0.0
湖北科技学院历史学（师范类）,1,-0.11607766835863093,1.0,0.0
湖北科技学院土地资源管理,1,-0.16678078593928614,1.0,0.0
湖北科技职业学院,8,0.1947571902142037,1.0,0.0
湖北科技职业学院/2015,1,-0.2356945012392006,0.0,1.0
湖北科技职业学院/2016,1,-0.15040042965272848,1.0,0.0
湖北科技职业学院/2018,1,-0.13625934356403788,1.0,0.0
湖北科技职业技术学院,1,-0.24752056134579137,0.0,1.0
湖北第二师范,1,-0.149750191801719,1.0,0.0
湖北第二师范学院,47,0.05976453595321299,0.8085106382978723,0.19148936170212771
湖北第二师范学院/2018,1,-0.1293088098607654,1.0,0.0
湖北第二师范学院/2019,5,0.15866173723588142,1.0,0.0
湖北经济学院,32,0.0028191487380536742,0.78125,0.21875
湖北经济学院/2017,1,-0.2999375481356629,0.0,1.0
湖北经济学院/2018,1,-0.13609292194911077,1.0,0.0
湖北经济学院广告设计与制作专业,1,-0.21006866891721493,0.0,1.0
湖北经济学院法商学院,28,0.24847356419400848,0.9285714285714286,0.0714285714285714
湖北经济学院法商学院/2019,2,-0.032738124153183765,1.0,0.0
湖北经济管理学院,4,-0.16180433672076844,0.5,0.5
湖北经济管理干部学院,3,0.07579991530643893,1.0,0.0
湖北经纪学院,1,-0.1276515774541066,1.0,0.0
湖北美术学院,11,0.2758738550471879,1.0,0.0
湖北职业技术学院,14,-0.06845339927291849,0.7142857142857143,0.2857142857142857
湖北职业技术学院/2016,1,-0.15040042965272848,1.0,0.0
湖北艺术职业学院,1,-0.16022659055520969,1.0,0.0
湖北警官学院,5,-0.08079852618473289,0.8,0.19999999999999996
湖北警官学院/2018,1,-0.13414287923162588,1.0,0.0
湖北财税职业学院,6,-0.19995381917019062,0.5,0.5
湖北财税职业学院/2017,1,-0.15040042965272848,1.0,0.0
湖北财税职业学院/2019,1,-0.14699831395855975,1.0,0.0
湖北财经专科学院,1,-0.10657665776240659,0.0,1.0
湖北财经商贸专科学校,1,-0.11743618570700003,1.0,0.0
湖北财经学院,1,-0.11966977867009045,1.0,0.0
湖北财经高等专科学校,2,-0.030025586625042587,1.0,0.0
湖北轻工业技术学院,1,-0.16220409481955828,1.0,0.0
湖北轻工职业技术学院,8,-0.07813987432087144,0.75,0.25
湖北青年职业学院,1,-0.13168150435128098,1.0,0.0
湖北高校,1,-0.137149053357803,1.0,0.0
湖北黄冈师范学院,2,-0.12321043996567842,0.5,0.5
湖南中医药大学,1,-0.061289458664632264,1.0,0.0
湖南农业大学,1,-0.10586259705147796,1.0,0.0
湖南化工职业技术学院,1,-0.18245343819449036,1.0,0.0
湖南同德职业学院,1,-0.14530468851146042,1.0,0.0
湖南城市学院,1,-0.10389689825177204,1.0,0.0
湖南大学,6,-0.17392470432747398,0.6666666666666666,0.33333333333333337
湖南女子学院,1,-0.09358234655695369,1.0,0.0
湖南安全技术职业学院,1,-0.1382497761038447,1.0,0.0
湖南工业大学,2,-0.030910343067259392,1.0,0.0
湖南工学院,1,-0.09300830068298346,1.0,0.0
湖南工程学院应用技术学院,1,-0.10688996421395044,1.0,0.0
湖南师范大学,2,-0.1653272852586672,0.5,0.5
湖南理工学院,1,-0.08283900633974077,1.0,0.0
湖南科技大学,1,-0.12899294448672563,1.0,0.0
湖南科技学院,1,-0.1471198551329009,1.0,0.0
湖南科技经贸职业学院,1,-0.1767637863666718,0.0,1.0
湖南第一师范学院,1,-0.11417707560100049,1.0,0.0
湖南财政经济学院,1,-0.1276515774541066,1.0,0.0
湖南财经经济学院,1,-0.11282885080568059,1.0,0.0
湖美艺术设计学院,1,-0.1643829458877471,0.0,1.0
湘南学院,1,-0.14724289445980807,1.0,0.0
湛江师范学院,2,-0.17602635327819688,0.5,0.5
源北生态工程职业技术学院,1,-0.14710331409633992,1.0,0.0
潍坊学院,1,-0.11744199425127586,1.0,0.0
澳大利亚莫纳什大学,1,-0.17133234568965858,1.0,0.0
烟台大学,2,-0.022760448322053775,1.0,0.0
甘肃政法学院,1,-0.1681446173876351,1.0,0.0
电力职业技术学院,1,-0.11308897892198083,0.0,1.0
电大,1,-0.12585394663651545,1.0,0.0
电子科技大学,1,-0.33115202403607463,1.0,0.0
电子科技大学成都学院,2,-0.21411380901629978,0.5,0.5
皖西卫生职业学校,1,-0.1785650004837062,0.0,1.0
盐城工学院,1,-0.12818544313337604,1.0,0.0
省内高校,2,-0.20122631377636097,0.5,0.5
石家庄医学高等专科学校,1,-0.1735259269791215,0.0,1.0
石家庄机械化步兵学院,1,-0.12742404905390997,1.0,0.0
石家庄铁道大学四方学院,2,-0.02724047743845207,1.0,0.0
福州外语外贸学院,1,-0.09037205645924065,0.0,1.0
福州大学,1,-0.11900521811703134,1.0,0.0
福建农林大学,2,-0.027782540908114994,1.0,0.0
福建师范大学,1,-0.1630575592490954,1.0,0.0
秭归县职业教育中心,4,0.18441797436675098,1.0,0.0
秭归县职教中心,11,-0.12649498272820336,0.6363636363636364,0.36363636363636365
空,2,-0.042237923012235536,1.0,0.0
空军第一航空学院,1,-0.15762614062671382,1.0,0.0
第二师范学院,1,-0.07191160185972939,1.0,0.0
红河学院/2019,1,-0.1324766133838549,1.0,0.0
纺织大学,1,-0.17193922768193554,1.0,0.0
聊城大学,2,-0.26523487870432294,0.5,0.5
职业技术学院,1,-0.15040042965272848,1.0,0.0
肇庆学院/2019,2,-0.04211985498152194,1.0,0.0
苏州大学,3,0.11792790568889722,1.0,0.0
苏州工业园区职业技术学院,1,-0.17138424453298481,1.0,0.0
苏州市职业大学,1,-0.17106821203786046,1.0,0.0
苏州科技学院,1,-0.12176971878123591,0.0,1.0
英国曼彻斯特大学,1,-0.18820564283967253,1.0,0.0
英国朴茨茅斯大学,1,-0.12396794270483481,1.0,0.0
荆州中医学院,1,-0.14074810522375733,1.0,0.0
荆州创业学校,1,-0.19367665486519606,0.0,1.0
荆州卫校,1,-0.2100480029955039,0.0,1.0
荆州市机械电子工业学校,1,-0.11836513636958715,1.0,0.0
荆州教育学院,3,-0.15981561562647553,0.6666666666666666,0.33333333333333337
荆州理工职业学院,2,-0.026158601020566292,1.0,0.0
荆州职业技术学院,16,-0.10831565088844937,0.5625,0.4375
荆州职业技术学院/2017,1,-0.16730586040627343,1.0,0.0
荆州长江大学,1,-0.10675259384447762,1.0,0.0
荆楚理工大学,1,-0.18761588408032917,0.0,1.0
荆楚理工学院,44,0.3330336028601495,0.9545454545454546,0.045454545454545414
荆楚理工学院 ,1,-0.10247282120507892,1.0,0.0
荆楚理工学院/2017,1,-0.1471198551329009,1.0,0.0
荆楚理工学院/2018,1,-0.1324766133838549,1.0,0.0
荆楚理工学院/2109,1,-0.13676071025983827,1.0,0.0
荆洲职业技术学院/2014,1,-0.15040042965272848,1.0,0.0
荆门职业技术学院,2,-0.028621459524068676,1.0,0.0
萍乡学院,1,-0.14596544093063776,1.0,0.0
葛洲坝水利水电学院,1,-0.2181473675456359,1.0,0.0
襄樊学院,2,-0.017810203185890144,1.0,0.0
襄阳师范高等专科学校,1,-0.11442828861467166,1.0,0.0
襄阳技术学院,1,-0.14843713945269824,1.0,0.0
襄阳汽车职业学院,2,-0.01949081419820993,1.0,0.0
襄阳职业技术学院,15,-0.07786884189397325,0.7333333333333333,0.2666666666666667
西交利物浦大学,1,-0.12316118916872118,0.0,1.0
西北农业大学,1,-0.19230450253929265,1.0,0.0
西北政法大学,1,-0.11692176006633645,1.0,0.0
西北民族大学,3,0.04956681255753448,1.0,0.0
西华大学,1,-0.11285598951243847,1.0,0.0
西华师范大学,1,-0.02824830201021998,1.0,0.0
西南交通大学,1,-0.31781162266169594,0.0,1.0
西南交通大学希望学院,1,-0.1510369934484302,1.0,0.0
西南大学,6,0.2176449043257868,1.0,0.0
西南政法大学,3,-0.17454796065948097,0.6666666666666666,0.33333333333333337
西南林业大学,1,-0.1704374022966273,1.0,0.0
西南林业大学/2019,1,-0.1418148771952065,1.0,0.0
西南民族大学,3,0.15317462715543614,1.0,0.0
西南石油大学,2,-0.03495890855288129,1.0,0.0
西安交大,1,-0.06552774416838446,0.0,1.0
西安交通大学,1,-0.12008143349009585,1.0,0.0
西安医学院,1,-0.0794805658086615,1.0,0.0
西安培华,1,-0.16687395606738983,1.0,0.0
西安培华学院,1,-0.09784846445621634,0.0,1.0
西安外事学院,1,-0.09310606284052059,0.0,1.0
西安外国语大学,4,0.1421629106361183,1.0,0.0
西安外国语大学/2017,1,-0.29107880502057804,0.0,1.0
西安外国语大学翻译专业,1,-0.2552606001546311,0.0,1.0
西安建筑科技大学,1,-0.1499802252502561,1.0,0.0
西安汽车科技职业学院,1,-0.07191160185972939,1.0,0.0
西安理工大学,2,-0.04416056137281603,1.0,0.0
西安石油大学,1,-0.1522861451994329,1.0,0.0
西安科技大学,1,-0.31021520924015933,0.0,1.0
西安翻译学院,1,-0.1334275906633611,1.0,0.0
西安财经学院,2,-0.009894458796289599,1.0,0.0
西安飞机工业公司职工工学院,1,-0.1162934633621667,0.0,1.0
西昌学院,1,-0.2501419393819317,0.0,1.0
解放军信息工程大学,1,-0.14306866720867217,1.0,0.0
解放军装备指挥技术学院,1,-0.14556703327124682,1.0,0.0
贵州大学,2,-0.04060618700679387,1.0,0.0
贵州大学科技学院,1,-0.1276515774541066,1.0,0.0
贵州毕节学院,1,-0.15033791165891258,1.0,0.0
贵州民族学院人文科技学院,1,-0.07441134304492208,1.0,0.0
贵州科技职校,2,-0.052192620670932915,1.0,0.0
贵州财经大学/2013,1,-0.12422346803312972,1.0,0.0
赣南师范大学/2019,1,-0.14651746327371812,1.0,0.0
赣西科技职业学院,1,-0.17604755178913406,1.0,0.0
辽宁对外经贸学院,1,-0.2255303353302099,1.0,0.0
辽宁工程技术大学,1,-0.19575022737224204,1.0,0.0
辽宁经济职业技术学院,1,-0.20065021636825706,1.0,0.0
辽宁职业学院,1,-0.14746515035241964,1.0,0.0
远安党校,1,-0.18970229871353478,0.0,1.0
远安县职教中心,1,-0.2935610108181512,0.0,1.0
遵义医科大学,1,-0.185579324433084,1.0,0.0
遵义医科大学医学与科技学院,1,-0.243907450681534,0.0,1.0
邢台经济学院,1,-0.15673457672891608,1.0,0.0
邵阳学院,3,-0.21611926225106082,0.6666666666666666,0.33333333333333337
郑州大学,2,-0.00834591223908258,1.0,0.0
郑州大学会计学专业,1,-0.1550840415983423,1.0,0.0
郑州美术学院,1,-0.18936359715868964,1.0,0.0
郑州航空工业管理学院,2,-0.02752131055435831,1.0,0.0
郑州轻工业大学,1,-0.13569053288863164,1.0,0.0
郧西师范高等专科学校,1,-0.14306866720867217,1.0,0.0
郧阳师专,2,-0.04963301220750981,1.0,0.0
郧阳师范高等专科学校,4,-0.10602257487540105,0.75,0.25
鄂东职业技术学院,2,-0.04784808208691038,1.0,0.0
鄂州大学,2,-0.01623386357722962,1.0,0.0
鄂州职业大学,29,0.3182577556023421,0.9655172413793104,0.03448275862068961
鄂州职业大学/2018,2,-0.19362739286458253,0.5,0.5
鄂州职业大学/2019,1,-0.1379608750521624,1.0,0.0
酒泉职业技术学院,1,-0.21743149941334688,0.0,1.0
重庆三峡医药高等专科学院,1,-0.09145462240148311,1.0,0.0
重庆三峡学院,1,-0.12290097414709265,1.0,0.0
重庆交通大学,3,0.12149764597574862,1.0,0.0
重庆医药高等专科学校,2,-0.015511183829105633,1.0,0.0
重庆大学,3,-0.2248908309579691,0.3333333333333333,0.6666666666666667
重庆大学城市科技学院,1,-0.25987401554719913,0.0,1.0
重庆工商大学,2,-0.025988071801126902,1.0,0.0
重庆工贸职业技术学院,1,-0.10490060617870281,1.0,0.0
重庆师范大学,1,-0.15390815324540313,1.0,0.0
重庆教育学院,1,-0.18349241204913797,0.0,1.0
重庆文理学院,2,-0.027358049024393892,1.0,0.0
重庆海联学院,1,-0.1504218797154299,1.0,0.0
重庆涪陵中学,1,-0.340469035412538,0.0,1.0
重庆理工大学,4,-0.10768069248962951,0.75,0.25
重庆理工大学林园校区,1,-0.1879923483803607,0.0,1.0
重庆能源职业学院,1,-0.15942580439854845,1.0,0.0
重庆西南大学,1,-0.13026891345307456,0.0,1.0
重庆西南师范大学,1,-0.13900667977116604,1.0,0.0
重庆邮电大学,3,0.15329303689422716,1.0,0.0
重庆邮电大学光电工程学院光信息科学与技术,1,-0.16050025747128843,1.0,0.0
钦州学院,1,-0.15873082147174386,1.0,0.0
长春光华学院,1,-0.17558974584659817,1.0,0.0
长春大学,1,-0.16047071000372057,1.0,0.0
长春工业大学,1,-0.17179469679388895,1.0,0.0
长春工业大学人文信息学院,1,-0.1630575592490954,1.0,0.0
长江大学,99,0.2808998665164416,0.8787878787878788,0.12121212121212122
长江大学 ,1,-0.15721198193376637,1.0,0.0
长江大学/2018,1,-0.30447704111656476,0.0,1.0
长江大学函授,1,-0.20919626754711376,1.0,0.0
长江大学工程技术学院,16,0.07939933165866535,0.875,0.125
长江大学工程技术学院/2018,1,-0.1624775999784264,1.0,0.0
长江大学工程技术学院物联网,1,-0.16869086982401127,1.0,0.0
长江大学工程科技学院,1,-0.16688508985496847,1.0,0.0
长江大学文理学院,16,0.3210508148742043,1.0,0.0
长江大学文理学院/2018,1,-0.15040042965272848,1.0,0.0
长江大学文理学院/2019,1,-0.1784894267845555,1.0,0.0
长江学院,1,-0.1391915388870794,1.0,0.0
长江工程学校,1,-0.1529713952383777,1.0,0.0
长江工程职业技术学院,10,-0.003239351198997673,0.8,0.19999999999999996
长江职业学院,22,-0.0624610816500275,0.7272727272727273,0.2727272727272727
长江职业学院/2018,1,-0.1379608750521624,1.0,0.0
长江职业学院/2019,1,-0.1413608974303349,1.0,0.0
长江职业技术学院,1,-0.1253323452342768,1.0,0.0
长江艺术工程职业学院,1,-0.13411912666185102,0.0,1.0
长沙医学院,1,-0.14604788709886252,1.0,0.0
长沙学院,2,-0.026420210507203556,1.0,0.0
长沙师范学院,1,-0.16247124668401874,1.0,0.0
长沙民政学院,1,-0.10887578137733689,1.0,0.0
长沙民政职业技术学院,1,-0.1782542154390744,1.0,0.0
长沙理工大学,3,0.11474221503419924,1.0,0.0
长沙理工大学城南学院,1,-0.2611052989047209,0.0,1.0
长沙职业技术学院,1,-0.06161182503606645,1.0,0.0
长阳县委党校,1,-0.10962173644708899,0.0,1.0
长阳职教中心,1,-0.13651416321442217,1.0,0.0
闽江学院,3,0.15606266761126264,1.0,0.0
陕西理工大学,1,-0.11282885080568059,1.0,0.0
陕西省建筑职工大学,1,-0.13866443932665226,1.0,0.0
陕西科技大学,1,-0.17797657611462914,1.0,0.0
陨阳师专,1,-0.1441719270394652,1.0,0.0
随州职业技术学院,7,0.1718856232732804,1.0,0.0
集美大学诚毅学院,1,-0.14334171635958143,1.0,0.0
青岛农业大学,1,-0.14882476131268893,1.0,0.0
青岛农业大学/2019,2,-0.026455961285746912,1.0,0.0
青岛工学院,1,-0.1562053962355984,1.0,0.0
青岛求实职业技术学院,1,-0.1839436414081381,1.0,0.0
青海大学,1,-0.07076625808874004,1.0,0.0
青海师范大学,1,-0.12502005516242354,1.0,0.0
青海民族大学,1,-0.16869086982401127,1.0,0.0
韩国东国大学,1,-0.07920023438974884,1.0,0.0
首都师范大学,2,-0.007654982069847674,1.0,0.0
香港大学,1,-0.14865275284413326,1.0,0.0
高校毕业生,1,-0.154890824130996,0.0,1.0
高通市广通科技培训学校,1,-0.16497794441549682,1.0,0.0
鲁东大学,1,-0.12256858071598725,1.0,0.0
黄冈师范大学,1,-0.1207836289387781,1.0,0.0
黄冈师范学院,34,-0.014087318879637366,0.7647058823529411,0.23529411764705888
黄冈师范学院/2018,1,-0.13334242165854046,1.0,0.0
黄冈师范学院体育教育,1,-0.12985098223496816,1.0,0.0
黄冈师范学院文学院,1,-0.1276515774541066,1.0,0.0
黄冈师范学院汉语言文学（师范类）,1,-0.07191160185972939,1.0,0.0
黄冈科技学院,1,-0.1471198551329009,1.0,0.0
黄冈科技职业学院,8,-0.1993880441202459,0.625,0.375
黄冈科技职业学院/2017,1,-0.23373827938224262,0.0,1.0
黄冈职业技术学院,19,0.06588826732992543,0.8421052631578947,0.1578947368421053
黄冈职业技术学院/2015,1,-0.1881070416143324,1.0,0.0
黄冈职业技术学院/2019,2,-0.4101482489364021,0.0,1.0
黄河科技学院,1,-0.10963850291115208,1.0,0.0
黄淮学院,1,-0.10616385609140891,1.0,0.0
黄石师范学院,1,-0.06357905390262257,1.0,0.0
黄石理工学院,1,-0.1354775267475501,1.0,0.0
黑河学院,1,-0.1449858925802495,1.0,0.0
黑龙江财经学院,1,-0.1145122268744642,1.0,0.0
